#ID	名前
123	Outdoorsperson
124	Deliriously Happy Camper
125	Guest Who!
126	Best Guest
127	Guest Star
128	クラッシャーボーイ
129	Obliteratoriser
130	わんぱく大王
131	ルーラマスター
132	Pathfinder General
133	Puff-Puff Pioneer
134	Puff-Puff Buff
135	Amateur Itemologist
136	Avid Itemologist
137	Accomplished Itemologist
138	Expert Itemologist
139	Ultimate Itemologist
140	Herbalist
141	Pharmacist
142	Apothecary
143	Phytotherapist
144	Hall Monitor de Médailles
145	Prefect de Médailles
146	Chef de Classe de Médailles
147	School Captain de Médailles
148	Bronze Medalist
149	Silver Medalist
150	Gold Medalist
151	Luminary à la Mode
152	Handsome Rogue
153	Little Sister Fashionista
154	The Hippest Harpist
155	Dressed to Kill
156	Slinky Minx
157	Still Got It
158	Knight-About-Town
159	Dedicated Follower of Fashion
160	Preliminary Luminary
161	Probationary Luminary
162	Ordinary Luminary
163	Salutary Luminary
164	Extraordinary Luminary
165	Luminary of Legend
166	Trainee Tearaway
167	Burgeoning Bandit
168	Fully Fledged Footpad
169	Career Criminal
170	Legendary Larcener
171	Mage in the Making
172	Skilled Sorcerer
173	World-Class Wizard
174	Superstar Spellcaster
175	Legendary Legerdemadam
176	Hopeful Healer
177	Wheeler Healer
178	The Heal Deal
179	High-End Healer
180	Heally Legendary
181	Amateur Dramatician
182	Proficient Performer
183	Born Board-Treader
184	Star of the Stage
185	Living Legend
186	Old Dog, New Tricks
187	As Young as You Feel
188	Full of Beans
189	Still Going Strong
190	Alive and Kicking
191	Rough-and-Tumbler
192	Prize Fighter
193	Professional Pummeller
194	Champ-Trampler
195	Legend of the Ring
196	Steadfast Soldier
197	Noble Knight
198	Master at Arms
199	Grand Commander
200	Chivalric Legend
201	Beginner's Luck
202	Lucky Break
203	Luck of the Devil
204	Whinny Winny Wonder
205	Breezy Rider
206	Tight-Turn Trotter
207	Jump Jockey
208	Pillar to Post
209	Dark Horse
210	Sir Slotsalot
211	Slot Hotshot
212	Slots Maniac
213	All the Sevens
214	Jackpot Slotter
215	Pokesperson
216	Jiggery-Pokerer
217	Red-Hot Pokerer
218	NONE
219	NONE
220	Poker Streaker
221	Fresh Squish Flush!
222	Wheely Keen
223	Wheely Getting Into It
224	Wheely Amazing
225	The Wheel McCoy
226	Blessed with the Chest
227	Casino Connoisseur
228	Where No Man Has Gone Before
229	NONE
230	Heroes' Hero's Hero
231	NONE
232	NONE
233	NONE
234	NONE
235	Dragon Slayer
236	Big Spender
237	NONE
238	Ultimate Enlightenment
239	ヨッチ族の友達
240	ヨッチ族の相棒
241	ヨッチ族のアイドル
242	ヨッチ族のカリスマ
243	ヨッチ族マスター
244	おめかしヨッチ族
245	イケてるヨッチ族
246	こじゃれたヨッチ族
247	おしゃれなヨッチ族
248	時渡りの放浪者
249	時渡りの旅人
250	時渡りの勇者
251	Altar Boy
252	Altaruist
253	Altarmate Warrior
254	End-of-Time-Ender
255	Bigger Spender
256	Biggest Spender
257	称号：258
258	称号：259
259	称号：260
260	称号：261
261	称号：262
262	称号：263
263	称号：264
